road	R504
km	1.594
type	Box Culvert
lrpName	LRP001b
name	RESIPARA CULVERT
length	6
condition	B
structureNr	104860
est cost	0.18
roadName	Hemayetpur-Singair-Manikganj Road
chainage	1.594
width	7.3
constructionYear	1986
spans	1
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Kallayanpur
lat	23.792250000000003
lon	90.25613888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104860&vRoadID=121&vSurveyYear=2004&vSubdivID=510
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104860&vRoadID=121&vSurveyYear=2004&vSubdivID=510
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104860&vRoadID=121&vSurveyYear=2004&vSubdivID=510
