road	Z7717
km	10.688
type	RCC Girder Bridge
lrpName	LRP011b
name	Hajir Bridge
length	42.12
condition	C
structureNr	119154
est cost	0.05
roadName	Bagerhat-Rampal -Mongla Road
chainage	10.688
width	
constructionYear	
spans	
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.598180976168226
lon	89.7315047953271
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119154&vRoadID=712&vSurveyYear=2013&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119154&vRoadID=712&vSurveyYear=2013&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119154&vRoadID=712&vSurveyYear=2013&vSubdivID=320
