road	R113
km	0.793
type	Arch Masonry
lrpName	LRPSa
name	FULHAR MEDENPUR
length	1.25
condition	C
structureNr	102282
est cost	4
roadName	Madanpur-Madanganj-Sayedpur Road
chainage	0.793
width	8.5
constructionYear	1968
spans	1
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Narayanganj-1
lat	23.683583333333335
lon	90.54294444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102282&vRoadID=70&vSurveyYear=2004&vSubdivID=520
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102282&vRoadID=70&vSurveyYear=2004&vSubdivID=520
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102282&vRoadID=70&vSurveyYear=2004&vSubdivID=520
