road	Z4616
km	5.167
type	Box Culvert
lrpName	LRP004d
name	KOTIPARA CULVERT
length	4
condition	B
structureNr	105632
est cost	0.17
roadName	Sribardi-Viadanga-Jinaigati Road
chainage	5.167
width	7.8
constructionYear	1991
spans	1
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.1915
lon	89.95591666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105632&vRoadID=262&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105632&vRoadID=262&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105632&vRoadID=262&vSurveyYear=2004&vSubdivID=534
