road	R161
km	34.803
type	Box Culvert
lrpName	LRP035c
name	NOWAPARA
length	3
condition	C
structureNr	112545
est cost	0.8
roadName	Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road
chainage	34.803
width	11
constructionYear	1995
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.35663888888889
lon	92.13755555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112545&vRoadID=82&vSurveyYear=2004&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112545&vRoadID=82&vSurveyYear=2004&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112545&vRoadID=82&vSurveyYear=2004&vSubdivID=285
