road	R161
km	42.772
type	Baily with Steel Deck
lrpName	LRP043b
name	KABRA PARA BAILEY WITH STEEL DECK
length	15.6
condition	B
structureNr	101365
est cost	0.6
roadName	Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road
chainage	42.772
width	3.7
constructionYear	1993
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.304000000000002
lon	92.16022222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101365&vRoadID=82&vSurveyYear=2004&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101365&vRoadID=82&vSurveyYear=2004&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101365&vRoadID=82&vSurveyYear=2004&vSubdivID=285
