road	R161
km	56.415
type	Baily with Steel Deck
lrpName	LRP056c
name	Shorno mondir Bridge
length	39.3
condition	D
structureNr	121696
est cost	440
roadName	Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road
chainage	56.415
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.2359163 
lon	92.1832771 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121696&vRoadID=82&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121696&vRoadID=82&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121696&vRoadID=82&vSurveyYear=2013&vSubdivID=285
