road	R161
km	42.772
type	Baily with Steel Deck
lrpName	LRP043b
name	Golachipa Bridge-1
length	15.36
condition	A
structureNr	121651
est cost	0.01
roadName	Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road
chainage	42.772
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.3158889 
lon	92.1508056 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121651&vRoadID=82&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121651&vRoadID=82&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121651&vRoadID=82&vSurveyYear=2013&vSubdivID=285
