road	R161
km	37.236
type	Truss with Steel Deck
lrpName	LRP037c
name	Sultan Shah Bazar bridge
length	101.98
condition	B
structureNr	121606
est cost	0.085
roadName	Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road
chainage	37.236
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.3529167 
lon	92.1324438 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121606&vRoadID=82&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121606&vRoadID=82&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121606&vRoadID=82&vSurveyYear=2013&vSubdivID=285
