road	R870
km	56.669
type	Baily with Steel Deck
lrpName	LRP055b
name	Chalnar Bridge
length	36.15
condition	B
structureNr	120836
est cost	0.2
roadName	Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road
chainage	56.669
width	
constructionYear	
spans	
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Pirojpur
lat	22.5064444 
lon	89.984083 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120836&vRoadID=173&vSurveyYear=2013&vSubdivID=338
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120836&vRoadID=173&vSurveyYear=2013&vSubdivID=338
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120836&vRoadID=173&vSurveyYear=2013&vSubdivID=338
