road	R480
km	7.044
type	Steel Beam & RCC Slab
lrpName	LRP006c
name	Tatihara Bridge
length	12.8
condition	C
structureNr	121010
est cost	78
roadName	Elanga-Bhuanpur Road
chainage	7.044
width	
constructionYear	
spans	
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.3857497 
lon	89.9229993 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121010&vRoadID=120&vSurveyYear=2013&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121010&vRoadID=120&vSurveyYear=2013&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121010&vRoadID=120&vSurveyYear=2013&vSubdivID=537
