road	Z5617
km	8.3
type	Box Culvert
lrpName	LRP007d
name	.
length	3
condition	A
structureNr	115902
est cost	0
roadName	Nageswari-Newasi-Kharibari-Fulbari Road
chainage	8.3
width	8.2
constructionYear	2001
spans	1
zone	Rangpur
circle	Rangpur
division	Kurigram
sub-division	Kurigram - 1
lat	25.938944444444445
lon	89.63199999999999
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115902&vRoadID=624&vSurveyYear=2006&vSubdivID=289
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115902&vRoadID=624&vSurveyYear=2006&vSubdivID=289
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115902&vRoadID=624&vSurveyYear=2006&vSubdivID=289
