road	Z5617
km	11.57
type	RCC Girder Bridge
lrpName	LRP011a
name	Abdullah'r Bazar Bridge
length	6.85
condition	C
structureNr	119737
est cost	0.216
roadName	Nageswari-Newasi-Kharibari-Fulbari Road
chainage	11.57
width	
constructionYear	
spans	
zone	Rangpur
circle	Rangpur
division	Kurigram
sub-division	Kurigram - 1
lat	25.9723882 
lon	89.5843608 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119737&vRoadID=624&vSurveyYear=2013&vSubdivID=289
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119737&vRoadID=624&vSurveyYear=2013&vSubdivID=289
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119737&vRoadID=624&vSurveyYear=2013&vSubdivID=289
