road	Z5064
km	4.531
type	Truss with Steel Deck
lrpName	LRP005a
name	Pachbarol Bridge
length	40.2
condition	B
structureNr	120273
est cost	0.664
roadName	Baniajuri-Zitka-Harirampur Road
chainage	4.531
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.8312771 
lon	89.9809438 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120273&vRoadID=200&vSurveyYear=2013&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120273&vRoadID=200&vSurveyYear=2013&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120273&vRoadID=200&vSurveyYear=2013&vSubdivID=515
