road	Z5063
km	0.924
type	RCC Bridge
lrpName	LRPSa
name	COLAM RCC BRIDGE
length	70
condition	D
structureNr	108408
est cost	199.5
roadName	Golra-Saturia Road
chainage	0.924
width	3.8
constructionYear	1962
spans	3
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Nayarhat
lat	23.906027777777776
lon	90.03863888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108408&vRoadID=201&vSurveyYear=2004&vSubdivID=516
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108408&vRoadID=201&vSurveyYear=2004&vSubdivID=516
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108408&vRoadID=201&vSurveyYear=2004&vSubdivID=516
