road	R142
km	8.835
type	RCC Girder Bridge
lrpName	LRP008c
name	BOGADIA RCC GIRDER
length	12.5
condition	C
structureNr	104487
est cost	1.3
roadName	Begamganj-Sonaimuri-Ramganj Road
chainage	8.835
width	7.3
constructionYear	1985
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.02247222222222
lon	91.09472222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104487&vRoadID=75&vSurveyYear=2004&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104487&vRoadID=75&vSurveyYear=2004&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104487&vRoadID=75&vSurveyYear=2004&vSubdivID=549
