road	R142
km	0.39
type	RCC Girder Bridge
lrpName	LRPSa
name	Kalapul Bridge
length	54.43
condition	C
structureNr	121468
est cost	1.28
roadName	Begamganj-Sonaimuri-Ramganj Road
chainage	0.39
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	22.94814321666667
lon	91.10475
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121468&vRoadID=75&vSurveyYear=2013&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121468&vRoadID=75&vSurveyYear=2013&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121468&vRoadID=75&vSurveyYear=2013&vSubdivID=549
