road	R142
km	9.608
type	Box Culvert
lrpName	LRP009a
name	BANOA BOX CULVERT
length	3
condition	B
structureNr	104489
est cost	0.3
roadName	Begamganj-Sonaimuri-Ramganj Road
chainage	9.608
width	9.75
constructionYear	1985
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.02922222222222
lon	91.09591666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104489&vRoadID=75&vSurveyYear=2004&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104489&vRoadID=75&vSurveyYear=2004&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104489&vRoadID=75&vSurveyYear=2004&vSubdivID=549
