road	R142
km	33.21
type	Box Culvert
lrpName	LRP033a
name	ALIPUR BOX CULVERT
length	6.1
condition	A
structureNr	104517
est cost	0
roadName	Begamganj-Sonaimuri-Ramganj Road
chainage	33.21
width	10.5
constructionYear	1986
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.083222222222222
lon	90.89752777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104517&vRoadID=75&vSurveyYear=2004&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104517&vRoadID=75&vSurveyYear=2004&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104517&vRoadID=75&vSurveyYear=2004&vSubdivID=548
