road	R142
km	7.002
type	RCC Girder Bridge
lrpName	LRP006a
name	Bojradighi Jan
length	13.8
condition	A
structureNr	121504
est cost	0.01
roadName	Begamganj-Sonaimuri-Ramganj Road
chainage	7.002
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	22.9973052 
lon	91.0959997 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121504&vRoadID=75&vSurveyYear=2013&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121504&vRoadID=75&vSurveyYear=2013&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121504&vRoadID=75&vSurveyYear=2013&vSubdivID=549
