road	R142
km	10.707
type	RCC Girder Bridge
lrpName	LRP010c
name	SONAIMURI RCC GIRDER BRIDGE
length	12.5
condition	C
structureNr	104491
est cost	0.21
roadName	Begamganj-Sonaimuri-Ramganj Road
chainage	10.707
width	7.25
constructionYear	1973
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.039055555555557
lon	91.0961111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104491&vRoadID=75&vSurveyYear=2004&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104491&vRoadID=75&vSurveyYear=2004&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104491&vRoadID=75&vSurveyYear=2004&vSubdivID=549
