road	R142
km	8.835
type	RCC Girder Bridge
lrpName	LRP008c
name	Bogadia Bridge
length	12.8
condition	C
structureNr	121509
est cost	1.658
roadName	Begamganj-Sonaimuri-Ramganj Road
chainage	8.835
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.021667936137668
lon	91.09488359024856
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121509&vRoadID=75&vSurveyYear=2013&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121509&vRoadID=75&vSurveyYear=2013&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121509&vRoadID=75&vSurveyYear=2013&vSubdivID=549
