road	Z5047
km	0.91
type	RCC Girder Bridge
lrpName	LRPSc
name	.
length	17
condition	A
structureNr	116164
est cost	0
roadName	Shahazadpur-Kaizuri-Chauhali Road
chainage	0.91
width	7
constructionYear	1960
spans	2
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Ullapara
lat	24.167722222222224
lon	89.61233333333332
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116164&vRoadID=575&vSurveyYear=2006&vSubdivID=314
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116164&vRoadID=575&vSurveyYear=2006&vSubdivID=314
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116164&vRoadID=575&vSurveyYear=2006&vSubdivID=314
