road	R870
km	44.658
type	Truss with Steel Deck
lrpName	LRP043f
name	Puna Bridge(Bhandaria)
length	160.58
condition	A
structureNr	105901
est cost	0
roadName	Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road
chainage	44.658
width	9.35
constructionYear	1992
spans	4
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.486666666666668
lon	90.06055555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105901&vRoadID=173&vSurveyYear=2004&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105901&vRoadID=173&vSurveyYear=2004&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105901&vRoadID=173&vSurveyYear=2004&vSubdivID=339
