road	R870
km	33.897
type	Slab Culvert
lrpName	LRP033a
name	.
length	7.05
condition	B
structureNr	105798
est cost	0.05
roadName	Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road
chainage	33.897
width	4.35
constructionYear	1986
spans	1
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.548055555555557
lon	90.12638888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105798&vRoadID=173&vSurveyYear=2004&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105798&vRoadID=173&vSurveyYear=2004&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105798&vRoadID=173&vSurveyYear=2004&vSubdivID=584
