road	R870
km	44.637
type	Box Culvert
lrpName	LRP043e
name	.
length	6.7
condition	C
structureNr	105893
est cost	0.16
roadName	Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road
chainage	44.637
width	11.88
constructionYear	1985
spans	1
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.486666666666668
lon	90.05944444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105893&vRoadID=173&vSurveyYear=2004&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105893&vRoadID=173&vSurveyYear=2004&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105893&vRoadID=173&vSurveyYear=2004&vSubdivID=339
