road	R870
km	62.677
type	Box Culvert
lrpName	LRP061b
name	.
length	13.34
condition	A
structureNr	106384
est cost	0
roadName	Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road
chainage	62.677
width	7.25
constructionYear	2000
spans	2
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Pirojpur
lat	22.565555555555555
lon	89.9713888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106384&vRoadID=173&vSurveyYear=2004&vSubdivID=338
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106384&vRoadID=173&vSurveyYear=2004&vSubdivID=338
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106384&vRoadID=173&vSurveyYear=2004&vSubdivID=338
