road	R749
km	10.828
type	Box Culvert
lrpName	LRP010d
name	.
length	2
condition	A
structureNr	103282
est cost	0
roadName	Darsana-Mujibnagar Road
chainage	10.828
width	9.78
constructionYear	2002
spans	1
zone	Khulna
circle	Jessore
division	Chuadanga
sub-division	Chuadanga
lat	23.56361111111111
lon	88.72166666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103282&vRoadID=155&vSurveyYear=2004&vSubdivID=591
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103282&vRoadID=155&vSurveyYear=2004&vSubdivID=591
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103282&vRoadID=155&vSurveyYear=2004&vSubdivID=591
