road	R749
km	23.913
type	RCC Girder Bridge
lrpName	LRP023b
name	.
length	8.1
condition	C
structureNr	103618
est cost	0
roadName	Darsana-Mujibnagar Road
chainage	23.913
width	4.33
constructionYear	1984
spans	1
zone	Khulna
circle	Jessore
division	Chuadanga
sub-division	Chuadanga
lat	23.646666666666665
lon	88.64027777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103618&vRoadID=155&vSurveyYear=2004&vSubdivID=591
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103618&vRoadID=155&vSurveyYear=2004&vSubdivID=591
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103618&vRoadID=155&vSurveyYear=2004&vSubdivID=591
