road	R749
km	9.891
type	Arch Masonry
lrpName	LRP009e
name	.
length	3.97
condition	A
structureNr	103274
est cost	0
roadName	Darsana-Mujibnagar Road
chainage	9.891
width	10.6
constructionYear	1978
spans	1
zone	Khulna
circle	Jessore
division	Chuadanga
sub-division	Chuadanga
lat	23.557222222222222
lon	88.72722222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103274&vRoadID=155&vSurveyYear=2004&vSubdivID=591
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103274&vRoadID=155&vSurveyYear=2004&vSubdivID=591
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103274&vRoadID=155&vSurveyYear=2004&vSubdivID=591
