road	R160
km	37.727
type	Baily with Steel Deck
lrpName	LRP038b
name	BORAITOLI BAILY BRIDGE
length	24.5
condition	B
structureNr	104781
est cost	0.6
roadName	Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road
chainage	37.727
width	3.5
constructionYear	1990
spans	1
zone	Chittagong
circle	Khagrachari
division	Khagrachari
sub-division	Dighinala
lat	22.804555555555556
lon	91.82363888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104781&vRoadID=81&vSurveyYear=2004&vSubdivID=567
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104781&vRoadID=81&vSurveyYear=2004&vSubdivID=567
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104781&vRoadID=81&vSurveyYear=2004&vSubdivID=567
