road	Z1804
km	0.954
type	Box Culvert
lrpName	LRPSc
name	XUIGER-TECX-BOXCULVERT
length	3
condition	A
structureNr	114260
est cost	0
roadName	Maizzertek-BFDC Fisharies Center Road (Ferry Connecting Road)
chainage	0.954
width	17
constructionYear	1983
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.312833333333334
lon	91.8485
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114260&vRoadID=316&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114260&vRoadID=316&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114260&vRoadID=316&vSurveyYear=2004&vSubdivID=281
