road	Z1804
km	0.103
type	Box Culvert
lrpName	LRPSa
name	CHARLAKSH
length	2.4
condition	C
structureNr	114257
est cost	0.48
roadName	Maizzertek-BFDC Fisharies Center Road (Ferry Connecting Road)
chainage	0.103
width	17
constructionYear	1987
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.311
lon	91.85608333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114257&vRoadID=316&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114257&vRoadID=316&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114257&vRoadID=316&vSurveyYear=2004&vSubdivID=281
