road	R282
km	14.636
type	Slab Culvert
lrpName	LRP014d
name	kochorgol bazer
length	9.5
condition	A
structureNr	104477
est cost	0
roadName	Juri-Lathidila Road
chainage	14.636
width	7.9
constructionYear	2002
spans	2
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.531666666666666
lon	92.21197222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104477&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104477&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104477&vRoadID=103&vSurveyYear=2004&vSubdivID=553
