road	N504
km	3.31
type	RCC Girder Bridge
lrpName	LRP003c
name	Natia Bari Bazar Bridge
length	48.15
condition	B
structureNr	119472
est cost	0.542
roadName	Nagarbari (Pratappur)-Kashinathpur Road
chainage	3.31
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-1
lat	23.9521389 
lon	89.6382219 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119472&vRoadID=32&vSurveyYear=2013&vSubdivID=309
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119472&vRoadID=32&vSurveyYear=2013&vSubdivID=309
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119472&vRoadID=32&vSurveyYear=2013&vSubdivID=309
