road	R755
km	9.039
type	Slab Culvert
lrpName	LRP009b
name	.
length	2.1
condition	C
structureNr	110178
est cost	0.06
roadName	Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road
chainage	9.039
width	9.5
constructionYear	1995
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.06277777777778
lon	89.23166666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110178&vRoadID=157&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110178&vRoadID=157&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110178&vRoadID=157&vSurveyYear=2004&vSubdivID=323
