road	Z6015
km	0.267
type	Box Culvert
lrpName	LRPSa
name	.
length	3.6
condition	A
structureNr	116031
est cost	0
roadName	Ahamadpur-Baraigram-Gurudaspur Road
chainage	0.267
width	7.6
constructionYear	1998
spans	1
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.34436111111111
lon	89.07302777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116031&vRoadID=588&vSurveyYear=2006&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116031&vRoadID=588&vSurveyYear=2006&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116031&vRoadID=588&vSurveyYear=2006&vSubdivID=315
