road	Z8005
km	3.817
type	RCC Girder Bridge
lrpName	LRP004d
name	KAWAMARA BRIDGE
length	28.5
condition	C
structureNr	113611
est cost	0.3
roadName	Rajnagar-Nimtali-Sirajdikhan Road
chainage	3.817
width	4.05
constructionYear	1982
spans	3
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Keraniganj
lat	23.60988888888889
lon	90.31302777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113611&vRoadID=236&vSurveyYear=2004&vSubdivID=517
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113611&vRoadID=236&vSurveyYear=2004&vSubdivID=517
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113611&vRoadID=236&vSurveyYear=2004&vSubdivID=517
