road	R164
km	4.374
type	Box Culvert
lrpName	LRP004c
name	NATIONAL BOX CULVERT
length	0.9
condition	A
structureNr	106831
est cost	0
roadName	Baraichhari-Kaptai Road
chainage	4.374
width	9.2
constructionYear	1984
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.500722222222223
lon	92.17233333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106831&vRoadID=85&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106831&vRoadID=85&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106831&vRoadID=85&vSurveyYear=2004&vSubdivID=269
