road	R164
km	1.739
type	Arch Masonry
lrpName	LRP001c
name	PICKNICK SPORT ARCH MASONRY
length	0.8
condition	A
structureNr	106785
est cost	0
roadName	Baraichhari-Kaptai Road
chainage	1.739
width	8.5
constructionYear	1965
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.509722222222223
lon	92.14930555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106785&vRoadID=85&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106785&vRoadID=85&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106785&vRoadID=85&vSurveyYear=2004&vSubdivID=269
