road	R164
km	7.738
type	Box Culvert
lrpName	LRP008d
name	BANGCHORI SUB MARGRI
length	0.9
condition	D
structureNr	106854
est cost	0.41
roadName	Baraichhari-Kaptai Road
chainage	7.738
width	8.5
constructionYear	1984
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.502027777777776
lon	92.19783333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106854&vRoadID=85&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106854&vRoadID=85&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106854&vRoadID=85&vSurveyYear=2004&vSubdivID=269
