road	R164
km	2.274
type	Arch Masonry
lrpName	LRP002b
name	SHIL CHARI ARCH MASONRY
length	6.3
condition	A
structureNr	106804
est cost	0
roadName	Baraichhari-Kaptai Road
chainage	2.274
width	9.8
constructionYear	1983
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.508583333333334
lon	92.15422222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106804&vRoadID=85&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106804&vRoadID=85&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106804&vRoadID=85&vSurveyYear=2004&vSubdivID=269
