road	Z1401
km	17.655
type	Slab Culvert
lrpName	LRP018e
name	DAKHIN JALAM 3
length	1
condition	A
structureNr	106269
est cost	0
roadName	Lalmai-Barura-Jalam-Adda-Jagatpur Road
chainage	17.655
width	5.5
constructionYear	1988
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.37527777777778
lon	90.98388888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106269&vRoadID=459&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106269&vRoadID=459&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106269&vRoadID=459&vSurveyYear=2004&vSubdivID=543
