road	Z1401
km	3.758
type	RCC Girder Bridge
lrpName	LRP004c
name	amratoli bazar bridge
length	5.2
condition	C
structureNr	111570
est cost	0.2
roadName	Lalmai-Barura-Jalam-Adda-Jagatpur Road
chainage	3.758
width	6.5
constructionYear	1983
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.3675
lon	91.10708333333332
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111570&vRoadID=459&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111570&vRoadID=459&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111570&vRoadID=459&vSurveyYear=2004&vSubdivID=543
