road	Z7465
km	5.905
type	Slab Culvert
lrpName	LRP005e
name	.
length	1
condition	A
structureNr	112637
est cost	0
roadName	Sadarpur Bazar-Halsha Rail Bazar Road
chainage	5.905
width	8
constructionYear	1976
spans	1
zone	Khulna
circle	Jessore
division	Kushtia
sub-division	Kushtia
lat	23.86513888888889
lon	88.90752777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112637&vRoadID=756&vSurveyYear=2004&vSubdivID=327
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112637&vRoadID=756&vSurveyYear=2004&vSubdivID=327
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112637&vRoadID=756&vSurveyYear=2004&vSubdivID=327
