road	Z7007
km	0.726
type	Truss with Steel Deck
lrpName	LRPSa
name	.
length	30.67
condition	A
structureNr	108190
est cost	0
roadName	Ramnagar-Hazratala-Sripur Road
chainage	0.726
width	4.04
constructionYear	1995
spans	1
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.52611111111111
lon	89.46805555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108190&vRoadID=738&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108190&vRoadID=738&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108190&vRoadID=738&vSurveyYear=2004&vSubdivID=330
