road	N502
km	32.652
type	Box Culvert
lrpName	LRP032b
name	.
length	3.6
condition	B
structureNr	110698
est cost	0.005
roadName	Bogra (Jahangirabad)-Natore Road
chainage	32.652
width	7.85
constructionYear	1998
spans	1
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.571666666666665
lon	89.21555555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110698&vRoadID=30&vSurveyYear=2004&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110698&vRoadID=30&vSurveyYear=2004&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110698&vRoadID=30&vSurveyYear=2004&vSubdivID=315
