road	N502
km	35.195
type	RCC Girder Bridge
lrpName	LRP035a
name	.
length	38.03
condition	A
structureNr	110718
est cost	0
roadName	Bogra (Jahangirabad)-Natore Road
chainage	35.195
width	8
constructionYear	1980
spans	3
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.555833333333332
lon	89.19694444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110718&vRoadID=30&vSurveyYear=2004&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110718&vRoadID=30&vSurveyYear=2004&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110718&vRoadID=30&vSurveyYear=2004&vSubdivID=315
