road	Z2022
km	0.9
type	Box Culvert
lrpName	LRPSa
name	.
length	1.7
condition	A
structureNr	117571
est cost	0
roadName	Tajpur-Balaganj Road
chainage	0.9
width	7.9
constructionYear	2003
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Biswanath
lat	24.721944444444443
lon	91.76305555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117571&vRoadID=371&vSurveyYear=2006&vSubdivID=558
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117571&vRoadID=371&vSurveyYear=2006&vSubdivID=558
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117571&vRoadID=371&vSurveyYear=2006&vSubdivID=558
