road	R220
km	38.787
type	Box Culvert
lrpName	LRP038b
name	MONTALI BOX CULVERT
length	10.4
condition	B
structureNr	113832
est cost	0.28
roadName	Sarail-Nasirnagar-Lakhai-Habiganj Road
chainage	38.787
width	7.45
constructionYear	2001
spans	2
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.31277777777778
lon	91.31519444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113832&vRoadID=96&vSurveyYear=2004&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113832&vRoadID=96&vSurveyYear=2004&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113832&vRoadID=96&vSurveyYear=2004&vSubdivID=551
