road	R220
km	37.415
type	RCC Girder Bridge
lrpName	LRP036d
name	Bullar Bazar Bridge
length	10.25
condition	B
structureNr	120997
est cost	0.357
roadName	Sarail-Nasirnagar-Lakhai-Habiganj Road
chainage	37.415
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.31045647434716
lon	91.30256663794164
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120997&vRoadID=96&vSurveyYear=2013&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120997&vRoadID=96&vSurveyYear=2013&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120997&vRoadID=96&vSurveyYear=2013&vSubdivID=551
