road	R220
km	32.37
type	Box Culvert
lrpName	LRP031d
name	MARAGAGE BOX CULVERT
length	6.3
condition	C
structureNr	113831
est cost	6.2
roadName	Sarail-Nasirnagar-Lakhai-Habiganj Road
chainage	32.37
width	7.1
constructionYear	2001
spans	2
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.28525
lon	91.26297222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113831&vRoadID=96&vSurveyYear=2004&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113831&vRoadID=96&vSurveyYear=2004&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113831&vRoadID=96&vSurveyYear=2004&vSubdivID=551
