road	R220
km	44.993
type	Box Culvert
lrpName	LRP044b
name	IOKRA BOX CULVERT
length	1.6
condition	B
structureNr	113829
est cost	0.12
roadName	Sarail-Nasirnagar-Lakhai-Habiganj Road
chainage	44.993
width	8.5
constructionYear	1981
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.34272222222222
lon	91.36244444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113829&vRoadID=96&vSurveyYear=2004&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113829&vRoadID=96&vSurveyYear=2004&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113829&vRoadID=96&vSurveyYear=2004&vSubdivID=551
