road	R601
km	8.019
type	Slab Culvert
lrpName	LRP008a
name	.
length	4.06
condition	B
structureNr	106458
est cost	0
roadName	Pabna-Sujanagar-Natakhola Ferry Ghat (Baderhat) Road
chainage	8.019
width	6.07
constructionYear	1970
spans	1
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-1
lat	23.983888888888888
lon	89.31916666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106458&vRoadID=138&vSurveyYear=2004&vSubdivID=309
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106458&vRoadID=138&vSurveyYear=2004&vSubdivID=309
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106458&vRoadID=138&vSurveyYear=2004&vSubdivID=309
