road	R601
km	9.476
type	Slab Culvert
lrpName	LRP009b
name	.
length	6.03
condition	B
structureNr	106489
est cost	0.04
roadName	Pabna-Sujanagar-Natakhola Ferry Ghat (Baderhat) Road
chainage	9.476
width	6.04
constructionYear	1968
spans	1
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-1
lat	23.976666666666667
lon	89.33055555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106489&vRoadID=138&vSurveyYear=2004&vSubdivID=309
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106489&vRoadID=138&vSurveyYear=2004&vSubdivID=309
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106489&vRoadID=138&vSurveyYear=2004&vSubdivID=309
