road	Z1065
km	0.392
type	Box Culvert
lrpName	LRPSa
name	SHAKGBAR BOX CULVERT
length	2.5
condition	C
structureNr	103966
est cost	0.39
roadName	Maizzertek-Boalkhali-Kanongapara-Udarbanna Road
chainage	0.392
width	17.1
constructionYear	1965
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.30988888888889
lon	91.86080555555554
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103966&vRoadID=312&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103966&vRoadID=312&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103966&vRoadID=312&vSurveyYear=2004&vSubdivID=281
