road	R371
km	16.063
type	Box Culvert
lrpName	LRP016b
name	GOTTOLA BOX CULVERT
length	31.8
condition	A
structureNr	108301
est cost	0
roadName	Sherpur-Nakla-Phulpur-Mymensingh (Raghurampur) Road
chainage	16.063
width	8.8
constructionYear	1992
spans	5
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Phulpur
lat	24.892277777777778
lon	90.39744444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108301&vRoadID=116&vSurveyYear=2004&vSubdivID=531
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108301&vRoadID=116&vSurveyYear=2004&vSubdivID=531
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108301&vRoadID=116&vSurveyYear=2004&vSubdivID=531
