road	R371
km	20.783
type	Slab Culvert
lrpName	LRP021b
name	EMATPUR
length	6
condition	B
structureNr	108441
est cost	0.8
roadName	Sherpur-Nakla-Phulpur-Mymensingh (Raghurampur) Road
chainage	20.783
width	9.6
constructionYear	1968
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Phulpur
lat	24.923083333333334
lon	90.37269444444443
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108441&vRoadID=116&vSurveyYear=2004&vSubdivID=531
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108441&vRoadID=116&vSurveyYear=2004&vSubdivID=531
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108441&vRoadID=116&vSurveyYear=2004&vSubdivID=531
