road	R710
km	14.525
type	Box Culvert
lrpName	LRP015c
name	.
length	10.15
condition	C
structureNr	105868
est cost	0.9
roadName	Ahaladipur-Rajbari-Pangsha-Kumarkhali-Kushtia (Chourhash) Road
chainage	14.525
width	7.9
constructionYear	1988
spans	2
zone	Gopalganj
circle	Faridpur
division	Rajbari
sub-division	Rajbari
lat	23.754166666666666
lon	89.60805555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105868&vRoadID=145&vSurveyYear=2004&vSubdivID=588
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105868&vRoadID=145&vSurveyYear=2004&vSubdivID=588
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105868&vRoadID=145&vSurveyYear=2004&vSubdivID=588
