road	Z2003
km	4.27
type	Box Culvert
lrpName	LRP004b
name	BOX CULVERT
length	1.5
condition	A
structureNr	114514
est cost	0
roadName	Kulaura-Shamshernagar-Srimangal Road
chainage	4.27
width	7.8
constructionYear	1996
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.303
lon	91.76666666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114514&vRoadID=438&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114514&vRoadID=438&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114514&vRoadID=438&vSurveyYear=2004&vSubdivID=553
