road	Z1008
km	0.011
type	RCC Girder Bridge
lrpName	LRPSa
name	BAGURA BAZAR BRIDGE
length	21.55
condition	C
structureNr	102398
est cost	0.1
roadName	Chandina-Debidwar Road
chainage	0.011
width	3.6
constructionYear	1967
spans	3
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.489472222222222
lon	91.0033611111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102398&vRoadID=471&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102398&vRoadID=471&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102398&vRoadID=471&vSurveyYear=2004&vSubdivID=544
