road	Z1008
km	2.982
type	Box Culvert
lrpName	LRP002e
name	BOSIPUR CULVERT
length	3
condition	B
structureNr	102407
est cost	0.35
roadName	Chandina-Debidwar Road
chainage	2.982
width	7.3
constructionYear	1998
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.513833333333334
lon	91.011
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102407&vRoadID=471&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102407&vRoadID=471&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102407&vRoadID=471&vSurveyYear=2004&vSubdivID=544
