road	R451
km	4.779
type	Box Culvert
lrpName	LRP005a
name	2- Vent box Culvert
length	9.95
condition	B
structureNr	100089
est cost	0.01
roadName	Nalka-Sirajganj Road
chainage	4.779
width	9.76
constructionYear	1985
spans	2
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.446944444444444
lon	89.63277777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100089&vRoadID=118&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100089&vRoadID=118&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100089&vRoadID=118&vSurveyYear=2004&vSubdivID=312
