road	Z7057
km	30.973
type	Slab Culvert
lrpName	LRP031b
name	.
length	1.5
condition	A
structureNr	108264
est cost	0
roadName	Kaligang-Khajura-Raipur-Bagharpara Road
chainage	30.973
width	4.9
constructionYear	1988
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.234166666666667
lon	89.33027777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108264&vRoadID=723&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108264&vRoadID=723&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108264&vRoadID=723&vSurveyYear=2004&vSubdivID=323
